zes28a-1a2b-09v
Date,Time,Value [µS/cm],Quality,Tags,Comments
05/09/2025,16:30:00,7711.764,NA,conductivity,20.430
05/09/2025,16:35:00,7607.375,NA,conductivity,20.420
05/09/2025,16:40:00,7660.116,NA,conductivity,20.423
05/09/2025,16:45:00,7775.871,NA,conductivity,20.430
05/09/2025,16:50:00,7818.342,NA,conductivity,20.426
05/09/2025,16:55:00,7695.456,NA,conductivity,20.425
05/09/2025,17:00:00,7508.768,NA,conductivity,20.425
05/09/2025,17:05:00,7367.412,NA,conductivity,20.420
05/09/2025,17:10:00,7236.110,NA,conductivity,20.414
05/09/2025,17:15:00,7095.460,NA,conductivity,20.411
05/09/2025,17:20:00,6996.368,NA,conductivity,20.407
05/09/2025,17:25:00,6871.863,NA,conductivity,20.403
05/09/2025,17:30:00,6777.089,NA,conductivity,20.400
05/09/2025,17:35:00,6678.756,NA,conductivity,20.397
05/09/2025,17:40:00,6578.861,NA,conductivity,20.393
05/09/2025,17:45:00,6501.249,NA,conductivity,20.390
05/09/2025,17:50:00,6384.007,NA,conductivity,20.385
05/09/2025,17:55:00,6289.632,NA,conductivity,20.380
05/09/2025,18:00:00,6193.146,NA,conductivity,20.375
05/09/2025,18:05:00,6103.866,NA,conductivity,20.370
05/09/2025,18:10:00,6012.616,NA,conductivity,20.365
05/09/2025,18:15:00,5924.763,NA,conductivity,20.360
05/09/2025,18:20:00,5852.639,NA,conductivity,20.354
05/09/2025,18:25:00,5769.399,NA,conductivity,20.349
05/09/2025,18:30:00,5689.850,NA,conductivity,20.342
05/09/2025,18:35:00,5604.955,NA,conductivity,20.336
05/09/2025,18:40:00,5519.800,NA,conductivity,20.329
05/09/2025,18:45:00,5426.969,NA,conductivity,20.321
05/09/2025,18:50:00,5335.902,NA,conductivity,20.314
05/09/2025,18:55:00,5235.715,NA,conductivity,20.308
05/09/2025,19:00:00,5187.134,NA,conductivity,20.301
05/09/2025,19:05:00,5116.804,NA,conductivity,20.296
05/09/2025,19:10:00,5019.413,NA,conductivity,20.288
05/09/2025,19:15:00,4946.712,NA,conductivity,20.280
05/09/2025,19:20:00,4845.382,NA,conductivity,20.273
05/09/2025,19:25:00,4756.269,NA,conductivity,20.266
05/09/2025,19:30:00,4672.232,NA,conductivity,20.258
05/09/2025,19:35:00,4595.894,NA,conductivity,20.250
05/09/2025,19:40:00,4505.880,NA,conductivity,20.242
05/09/2025,19:45:00,4423.196,NA,conductivity,20.232
05/09/2025,19:50:00,4333.468,NA,conductivity,20.225
05/09/2025,19:55:00,4247.726,NA,conductivity,20.215
05/09/2025,20:00:00,4191.211,NA,conductivity,20.207
05/09/2025,20:05:00,4117.134,NA,conductivity,20.197
05/09/2025,20:10:00,4036.667,NA,conductivity,20.189
05/09/2025,20:15:00,3957.077,NA,conductivity,20.180
05/09/2025,20:20:00,3892.421,NA,conductivity,20.172
05/09/2025,20:25:00,3790.697,NA,conductivity,20.162
05/09/2025,20:30:00,3705.570,NA,conductivity,20.151
05/09/2025,20:35:00,3632.191,NA,conductivity,20.141
05/09/2025,20:40:00,3552.499,NA,conductivity,20.130
05/09/2025,20:45:00,3503.840,NA,conductivity,20.121
05/09/2025,20:50:00,3433.809,NA,conductivity,20.109
05/09/2025,20:55:00,3366.439,NA,conductivity,20.100
05/09/2025,21:00:00,3294.105,NA,conductivity,20.089
05/09/2025,21:05:00,3247.781,NA,conductivity,20.079
05/09/2025,21:10:00,3202.393,NA,conductivity,20.068
05/09/2025,21:15:00,3128.776,NA,conductivity,20.057
05/09/2025,21:20:00,3081.793,NA,conductivity,20.044
05/09/2025,21:25:00,3021.770,NA,conductivity,20.032
05/09/2025,21:30:00,2978.963,NA,conductivity,20.023
05/09/2025,21:35:00,2937.562,NA,conductivity,20.009
05/09/2025,21:40:00,2885.794,NA,conductivity,20.000
05/09/2025,21:45:00,2858.813,NA,conductivity,19.988
05/09/2025,21:50:00,2833.216,NA,conductivity,19.977
05/09/2025,21:55:00,2838.236,NA,conductivity,19.966
05/09/2025,22:00:00,2800.264,NA,conductivity,19.968
05/09/2025,22:05:00,2750.614,NA,conductivity,19.971
05/09/2025,22:10:00,2713.577,NA,conductivity,19.971
05/09/2025,22:15:00,2695.735,NA,conductivity,19.971
05/09/2025,22:20:00,2782.255,NA,conductivity,19.975
05/09/2025,22:25:00,2778.600,NA,conductivity,19.983
05/09/2025,22:30:00,2821.198,NA,conductivity,19.990
05/09/2025,22:35:00,2852.869,NA,conductivity,19.998
05/09/2025,22:40:00,2905.247,NA,conductivity,20.008
05/09/2025,22:45:00,3000.710,NA,conductivity,20.026
05/09/2025,22:50:00,3050.899,NA,conductivity,20.048
05/09/2025,22:55:00,3090.414,NA,conductivity,20.057
05/09/2025,23:00:00,3156.446,NA,conductivity,20.068
05/09/2025,23:05:00,3200.352,NA,conductivity,20.073
05/09/2025,23:10:00,3231.354,NA,conductivity,20.075
05/09/2025,23:15:00,3307.020,NA,conductivity,20.087
05/09/2025,23:20:00,3388.397,NA,conductivity,20.094
05/09/2025,23:25:00,3486.468,NA,conductivity,20.103
05/09/2025,23:30:00,3556.535,NA,conductivity,20.105
05/09/2025,23:35:00,3660.321,NA,conductivity,20.111
05/09/2025,23:40:00,3762.117,NA,conductivity,20.118
05/09/2025,23:45:00,3894.718,NA,conductivity,20.130
05/09/2025,23:50:00,3990.169,NA,conductivity,20.137
05/09/2025,23:55:00,4113.028,NA,conductivity,20.148
06/09/2025,00:00:00,4269.358,NA,conductivity,20.162
06/09/2025,00:05:00,4345.775,NA,conductivity,20.166
06/09/2025,00:10:00,4417.648,NA,conductivity,20.172
06/09/2025,00:15:00,4501.560,NA,conductivity,20.178
06/09/2025,00:20:00,4618.349,NA,conductivity,20.190
06/09/2025,00:25:00,4734.857,NA,conductivity,20.199
06/09/2025,00:30:00,4848.208,NA,conductivity,20.209
06/09/2025,00:35:00,4921.091,NA,conductivity,20.214
06/09/2025,00:40:00,5019.034,NA,conductivity,20.220
06/09/2025,00:45:00,5080.387,NA,conductivity,20.223
06/09/2025,00:50:00,5143.229,NA,conductivity,20.224
06/09/2025,00:55:00,5256.589,NA,conductivity,20.232
06/09/2025,01:00:00,5391.867,NA,conductivity,20.239
06/09/2025,01:05:00,5476.782,NA,conductivity,20.244
06/09/2025,01:10:00,5586.643,NA,conductivity,20.250
06/09/2025,01:15:00,5679.301,NA,conductivity,20.253
06/09/2025,01:20:00,5792.544,NA,conductivity,20.257
06/09/2025,01:25:00,5865.330,NA,conductivity,20.255
06/09/2025,01:30:00,6047.245,NA,conductivity,20.261
06/09/2025,01:35:00,6132.251,NA,conductivity,20.260
06/09/2025,01:40:00,6336.908,NA,conductivity,20.266
06/09/2025,01:45:00,6501.016,NA,conductivity,20.270
06/09/2025,01:50:00,6681.646,NA,conductivity,20.273
06/09/2025,01:55:00,6891.283,NA,conductivity,20.277
06/09/2025,02:00:00,7145.818,NA,conductivity,20.283
06/09/2025,02:05:00,7422.279,NA,conductivity,20.290
06/09/2025,02:10:00,7687.544,NA,conductivity,20.295
06/09/2025,02:15:00,8030.975,NA,conductivity,20.303
06/09/2025,02:20:00,8411.737,NA,conductivity,20.312
06/09/2025,02:25:00,8753.381,NA,conductivity,20.322
06/09/2025,02:30:00,9093.610,NA,conductivity,20.331
06/09/2025,02:35:00,9376.862,NA,conductivity,20.335
06/09/2025,02:40:00,9650.611,NA,conductivity,20.339
06/09/2025,02:45:00,9918.093,NA,conductivity,20.340
06/09/2025,02:50:00,10178.971,NA,conductivity,20.338
06/09/2025,02:55:00,10453.781,NA,conductivity,20.340
06/09/2025,03:00:00,10710.811,NA,conductivity,20.342
06/09/2025,03:05:00,10956.851,NA,conductivity,20.346
06/09/2025,03:10:00,11147.920,NA,conductivity,20.349
06/09/2025,03:15:00,11302.255,NA,conductivity,20.351
06/09/2025,03:20:00,11500.630,NA,conductivity,20.353
06/09/2025,03:25:00,11675.367,NA,conductivity,20.356
06/09/2025,03:30:00,11704.938,NA,conductivity,20.359
06/09/2025,03:35:00,11837.426,NA,conductivity,20.360
06/09/2025,03:40:00,11861.350,NA,conductivity,20.364
06/09/2025,03:45:00,11788.297,NA,conductivity,20.364
06/09/2025,03:50:00,11711.838,NA,conductivity,20.359
06/09/2025,03:55:00,11587.994,NA,conductivity,20.354
06/09/2025,04:00:00,11265.258,NA,conductivity,20.341
06/09/2025,04:05:00,11078.561,NA,conductivity,20.331
06/09/2025,04:10:00,11058.243,NA,conductivity,20.334
06/09/2025,04:15:00,10996.255,NA,conductivity,20.333
06/09/2025,04:20:00,10809.040,NA,conductivity,20.324
06/09/2025,04:25:00,10144.775,NA,conductivity,20.265
06/09/2025,04:30:00,9937.646,NA,conductivity,20.257
06/09/2025,04:35:00,9827.367,NA,conductivity,20.250
06/09/2025,04:40:00,9600.539,NA,conductivity,20.243
06/09/2025,04:45:00,9198.692,NA,conductivity,20.218
06/09/2025,04:50:00,8451.552,NA,conductivity,20.182
06/09/2025,04:55:00,8058.297,NA,conductivity,20.189
06/09/2025,05:00:00,8051.453,NA,conductivity,20.202
06/09/2025,05:05:00,8026.472,NA,conductivity,20.196
06/09/2025,05:10:00,8146.011,NA,conductivity,20.191
06/09/2025,05:15:00,8120.571,NA,conductivity,20.192
06/09/2025,05:20:00,8033.605,NA,conductivity,20.195
06/09/2025,05:25:00,7870.693,NA,conductivity,20.186
06/09/2025,05:30:00,7681.344,NA,conductivity,20.182
06/09/2025,05:35:00,7517.171,NA,conductivity,20.182
06/09/2025,05:40:00,7398.643,NA,conductivity,20.182
06/09/2025,05:45:00,7276.918,NA,conductivity,20.180
06/09/2025,05:50:00,7142.996,NA,conductivity,20.181
06/09/2025,05:55:00,7029.702,NA,conductivity,20.178
06/09/2025,06:00:00,6939.366,NA,conductivity,20.173
06/09/2025,06:05:00,6843.597,NA,conductivity,20.168
06/09/2025,06:10:00,6735.808,NA,conductivity,20.162
06/09/2025,06:15:00,6628.022,NA,conductivity,20.156
06/09/2025,06:20:00,6519.408,NA,conductivity,20.152
06/09/2025,06:25:00,6431.777,NA,conductivity,20.146
06/09/2025,06:30:00,6328.054,NA,conductivity,20.140
06/09/2025,06:35:00,6227.288,NA,conductivity,20.133
06/09/2025,06:40:00,6106.323,NA,conductivity,20.127
06/09/2025,06:45:00,6026.535,NA,conductivity,20.122
06/09/2025,06:50:00,5938.334,NA,conductivity,20.113
06/09/2025,06:55:00,5847.459,NA,conductivity,20.108
06/09/2025,07:00:00,5762.830,NA,conductivity,20.098
06/09/2025,07:05:00,5672.359,NA,conductivity,20.091
06/09/2025,07:10:00,5577.357,NA,conductivity,20.083
06/09/2025,07:15:00,5472.537,NA,conductivity,20.073
06/09/2025,07:20:00,5387.947,NA,conductivity,20.066
06/09/2025,07:25:00,5313.316,NA,conductivity,20.057
06/09/2025,07:30:00,5225.211,NA,conductivity,20.048
06/09/2025,07:35:00,5148.489,NA,conductivity,20.038
06/09/2025,07:40:00,5044.107,NA,conductivity,20.026
06/09/2025,07:45:00,4965.754,NA,conductivity,20.017
06/09/2025,08:00:00,4698.952,NA,conductivity,19.988
06/09/2025,08:05:00,4613.056,NA,conductivity,19.979
06/09/2025,08:10:00,4526.442,NA,conductivity,19.971
06/09/2025,08:15:00,4428.339,NA,conductivity,19.963
06/09/2025,08:20:00,4343.790,NA,conductivity,19.954
06/09/2025,08:25:00,4252.229,NA,conductivity,19.948
06/09/2025,08:35:00,4099.293,NA,conductivity,19.938
06/09/2025,08:40:00,3999.937,NA,conductivity,19.934
06/09/2025,08:45:00,3938.298,NA,conductivity,19.929
06/09/2025,08:55:00,3790.045,NA,conductivity,19.920
06/09/2025,09:10:00,3605.864,NA,conductivity,19.906
06/09/2025,09:15:00,3527.821,NA,conductivity,19.902
06/09/2025,09:20:00,3450.719,NA,conductivity,19.897
06/09/2025,09:25:00,3376.816,NA,conductivity,19.896
06/09/2025,09:35:00,3288.975,NA,conductivity,19.894
06/09/2025,09:40:00,3243.940,NA,conductivity,19.893
06/09/2025,09:45:00,3175.105,NA,conductivity,19.886
06/09/2025,09:50:00,3126.992,NA,conductivity,19.885
06/09/2025,10:00:00,3052.537,NA,conductivity,19.885
06/09/2025,10:10:00,2962.539,NA,conductivity,19.881
06/09/2025,10:15:00,2937.151,NA,conductivity,19.881
06/09/2025,10:25:00,2949.829,NA,conductivity,19.899
06/09/2025,10:30:00,2905.560,NA,conductivity,19.874
06/09/2025,10:35:00,2894.367,NA,conductivity,19.884
06/09/2025,10:40:00,2924.279,NA,conductivity,19.900
06/09/2025,10:45:00,2973.691,NA,conductivity,19.921
06/09/2025,10:50:00,2995.131,NA,conductivity,19.924
06/09/2025,10:55:00,3085.918,NA,conductivity,19.930
06/09/2025,11:00:00,3126.532,NA,conductivity,19.936
06/09/2025,11:05:00,3155.832,NA,conductivity,19.946
06/09/2025,11:10:00,3191.721,NA,conductivity,19.958
06/09/2025,11:15:00,3268.797,NA,conductivity,19.961
06/09/2025,11:20:00,3319.793,NA,conductivity,19.964
06/09/2025,11:25:00,3357.659,NA,conductivity,19.973
06/09/2025,11:30:00,3444.149,NA,conductivity,19.975
06/09/2025,11:35:00,3541.154,NA,conductivity,19.984
06/09/2025,11:40:00,3601.184,NA,conductivity,19.994
06/09/2025,11:45:00,3675.964,NA,conductivity,20.004
06/09/2025,11:50:00,3773.439,NA,conductivity,20.012
06/09/2025,11:55:00,3879.667,NA,conductivity,20.022
06/09/2025,12:00:00,3927.167,NA,conductivity,20.038
06/09/2025,12:05:00,4065.976,NA,conductivity,20.055
06/09/2025,12:10:00,4181.719,NA,conductivity,20.063
06/09/2025,12:15:00,4290.893,NA,conductivity,20.070
06/09/2025,12:20:00,4364.119,NA,conductivity,20.075
06/09/2025,12:25:00,4450.319,NA,conductivity,20.086
06/09/2025,12:30:00,4558.678,NA,conductivity,20.096
06/09/2025,12:50:00,4928.471,NA,conductivity,20.112
06/09/2025,12:55:00,4952.014,NA,conductivity,20.116
06/09/2025,13:00:00,5055.233,NA,conductivity,20.123
06/09/2025,13:05:00,5128.479,NA,conductivity,20.128
06/09/2025,13:10:00,5209.007,NA,conductivity,20.136
06/09/2025,13:15:00,5266.647,NA,conductivity,20.143
06/09/2025,13:20:00,5324.970,NA,conductivity,20.150
06/09/2025,13:25:00,5434.367,NA,conductivity,20.161
06/09/2025,13:30:00,5522.331,NA,conductivity,20.171
06/09/2025,13:35:00,5617.462,NA,conductivity,20.178
06/09/2025,13:40:00,5690.844,NA,conductivity,20.183
06/09/2025,13:45:00,5779.073,NA,conductivity,20.190
06/09/2025,13:50:00,5924.562,NA,conductivity,20.200
06/09/2025,13:55:00,6021.172,NA,conductivity,20.209
06/09/2025,14:00:00,6094.565,NA,conductivity,20.216
06/09/2025,14:05:00,6190.064,NA,conductivity,20.222
06/09/2025,14:10:00,6376.244,NA,conductivity,20.232
06/09/2025,14:15:00,6487.798,NA,conductivity,20.234
06/09/2025,14:20:00,6643.351,NA,conductivity,20.240
06/09/2025,14:25:00,6820.050,NA,conductivity,20.253
06/09/2025,14:30:00,7065.147,NA,conductivity,20.272
06/09/2025,14:35:00,7410.610,NA,conductivity,20.290
06/09/2025,14:40:00,7673.644,NA,conductivity,20.298
06/09/2025,14:45:00,8064.358,NA,conductivity,20.306
06/09/2025,14:50:00,8377.151,NA,conductivity,20.311
06/09/2025,14:55:00,8820.592,NA,conductivity,20.317
06/09/2025,15:00:00,9175.255,NA,conductivity,20.322
06/09/2025,15:05:00,9477.471,NA,conductivity,20.327
06/09/2025,15:10:00,9739.191,NA,conductivity,20.331
06/09/2025,15:20:00,10233.794,NA,conductivity,20.352
06/09/2025,15:25:00,10452.534,NA,conductivity,20.363
06/09/2025,15:30:00,10688.422,NA,conductivity,20.372
06/09/2025,15:35:00,10995.111,NA,conductivity,20.386
06/09/2025,15:40:00,11220.127,NA,conductivity,20.393
06/09/2025,15:45:00,11347.614,NA,conductivity,20.399
06/09/2025,15:50:00,11492.069,NA,conductivity,20.404
06/09/2025,15:55:00,11495.549,NA,conductivity,20.406
06/09/2025,16:00:00,11457.369,NA,conductivity,20.409
06/09/2025,16:05:00,11389.528,NA,conductivity,20.406
06/09/2025,16:10:00,11492.833,NA,conductivity,20.406
06/09/2025,16:15:00,11443.685,NA,conductivity,20.405
06/09/2025,16:20:00,10959.685,NA,conductivity,20.392
06/09/2025,16:25:00,10680.030,NA,conductivity,20.383
06/09/2025,16:30:00,10630.922,NA,conductivity,20.389
06/09/2025,16:35:00,10599.858,NA,conductivity,20.386
06/09/2025,16:40:00,10414.623,NA,conductivity,20.382
06/09/2025,16:45:00,9681.243,NA,conductivity,20.379
06/09/2025,16:50:00,9354.651,NA,conductivity,20.378
06/09/2025,16:55:00,9238.036,NA,conductivity,20.376
06/09/2025,17:00:00,9036.143,NA,conductivity,20.373
06/09/2025,17:05:00,8581.609,NA,conductivity,20.370
06/09/2025,17:10:00,8073.407,NA,conductivity,20.356
06/09/2025,17:15:00,7868.386,NA,conductivity,20.346
06/09/2025,17:20:00,7793.242,NA,conductivity,20.339
06/09/2025,17:25:00,7833.486,NA,conductivity,20.345
06/09/2025,17:30:00,7830.414,NA,conductivity,20.348
06/09/2025,17:35:00,7814.655,NA,conductivity,20.347
06/09/2025,17:40:00,7638.242,NA,conductivity,20.344
06/09/2025,17:45:00,7479.159,NA,conductivity,20.339
06/09/2025,17:50:00,7336.499,NA,conductivity,20.334
06/09/2025,17:55:00,7202.429,NA,conductivity,20.328
06/09/2025,18:05:00,6969.131,NA,conductivity,20.318
06/09/2025,18:10:00,6889.100,NA,conductivity,20.314
06/09/2025,18:15:00,6782.649,NA,conductivity,20.311
06/09/2025,18:20:00,6671.380,NA,conductivity,20.306
06/09/2025,18:25:00,6580.835,NA,conductivity,20.303
06/09/2025,18:30:00,6495.438,NA,conductivity,20.298
06/09/2025,18:40:00,6326.311,NA,conductivity,20.288
06/09/2025,18:45:00,6246.438,NA,conductivity,20.282
06/09/2025,18:50:00,6142.145,NA,conductivity,20.277
06/09/2025,19:00:00,5980.689,NA,conductivity,20.268
06/09/2025,19:05:00,5885.879,NA,conductivity,20.263
06/09/2025,19:10:00,5798.041,NA,conductivity,20.257
06/09/2025,19:15:00,5698.694,NA,conductivity,20.250
06/09/2025,19:20:00,5604.671,NA,conductivity,20.243
06/09/2025,19:25:00,5502.902,NA,conductivity,20.239
06/09/2025,19:30:00,5413.658,NA,conductivity,20.232
06/09/2025,19:35:00,5324.631,NA,conductivity,20.227
06/09/2025,19:45:00,5155.983,NA,conductivity,20.215
06/09/2025,19:50:00,5053.924,NA,conductivity,20.209
06/09/2025,19:55:00,4980.597,NA,conductivity,20.203
06/09/2025,20:05:00,4801.200,NA,conductivity,20.189
06/09/2025,20:15:00,4629.102,NA,conductivity,20.173
06/09/2025,20:20:00,4542.296,NA,conductivity,20.165
06/09/2025,20:25:00,4452.502,NA,conductivity,20.157
06/09/2025,20:30:00,4361.240,NA,conductivity,20.148
06/09/2025,20:35:00,4287.192,NA,conductivity,20.139
06/09/2025,20:40:00,4201.642,NA,conductivity,20.132
06/09/2025,20:45:00,4123.659,NA,conductivity,20.121
06/09/2025,20:50:00,4054.127,NA,conductivity,20.112
06/09/2025,20:55:00,3949.775,NA,conductivity,20.103
06/09/2025,21:00:00,3880.244,NA,conductivity,20.092
06/09/2025,21:05:00,3803.083,NA,conductivity,20.083
06/09/2025,21:10:00,3726.503,NA,conductivity,20.073
06/09/2025,21:15:00,3650.139,NA,conductivity,20.065
06/09/2025,21:20:00,3577.318,NA,conductivity,20.056
06/09/2025,21:25:00,3512.634,NA,conductivity,20.046
06/09/2025,21:30:00,3452.282,NA,conductivity,20.039
06/09/2025,21:35:00,3365.241,NA,conductivity,20.030
06/09/2025,21:40:00,3307.561,NA,conductivity,20.018
06/09/2025,21:45:00,3258.004,NA,conductivity,20.012
06/09/2025,21:50:00,3201.172,NA,conductivity,20.004
06/09/2025,21:55:00,3153.771,NA,conductivity,19.990
06/09/2025,22:00:00,3089.218,NA,conductivity,19.979
06/09/2025,22:05:00,3047.240,NA,conductivity,19.965
06/09/2025,22:10:00,2986.269,NA,conductivity,19.953
06/09/2025,22:15:00,2936.253,NA,conductivity,19.944
06/09/2025,22:20:00,2879.863,NA,conductivity,19.936
06/09/2025,22:25:00,2842.387,NA,conductivity,19.925
06/09/2025,22:30:00,2787.475,NA,conductivity,19.914
06/09/2025,22:35:00,2765.773,NA,conductivity,19.900
06/09/2025,22:40:00,2726.216,NA,conductivity,19.891
06/09/2025,22:45:00,2689.425,NA,conductivity,19.884
06/09/2025,22:50:00,2659.572,NA,conductivity,19.880
06/09/2025,22:55:00,2711.203,NA,conductivity,19.870
06/09/2025,23:00:00,2645.961,NA,conductivity,19.882
06/09/2025,23:05:00,2622.956,NA,conductivity,19.892
06/09/2025,23:10:00,2644.703,NA,conductivity,19.892
06/09/2025,23:15:00,2669.715,NA,conductivity,19.899
06/09/2025,23:20:00,2692.133,NA,conductivity,19.908
06/09/2025,23:25:00,2708.606,NA,conductivity,19.916
06/09/2025,23:30:00,2762.072,NA,conductivity,19.922
06/09/2025,23:35:00,2803.481,NA,conductivity,19.936
06/09/2025,23:40:00,2833.796,NA,conductivity,19.939
06/09/2025,23:45:00,2863.214,NA,conductivity,19.944
06/09/2025,23:50:00,2900.559,NA,conductivity,19.954
06/09/2025,23:55:00,2971.122,NA,conductivity,19.966
07/09/2025,00:00:00,3035.815,NA,conductivity,19.975
07/09/2025,00:05:00,3095.019,NA,conductivity,19.988
07/09/2025,00:10:00,3150.015,NA,conductivity,19.991
07/09/2025,00:15:00,3226.807,NA,conductivity,19.999
07/09/2025,00:20:00,3298.709,NA,conductivity,20.003
07/09/2025,00:25:00,3394.767,NA,conductivity,20.012
07/09/2025,00:30:00,3504.442,NA,conductivity,20.024
07/09/2025,00:35:00,3585.258,NA,conductivity,20.033
07/09/2025,00:40:00,3686.710,NA,conductivity,20.044
07/09/2025,00:45:00,3818.742,NA,conductivity,20.055
07/09/2025,00:55:00,4042.652,NA,conductivity,20.069
07/09/2025,01:00:00,4129.138,NA,conductivity,20.076
07/09/2025,01:05:00,4247.210,NA,conductivity,20.083
07/09/2025,01:10:00,4344.973,NA,conductivity,20.090
07/09/2025,01:15:00,4440.348,NA,conductivity,20.095
07/09/2025,01:20:00,4558.245,NA,conductivity,20.103
07/09/2025,01:25:00,4660.810,NA,conductivity,20.110
07/09/2025,01:30:00,4760.750,NA,conductivity,20.113
07/09/2025,01:35:00,4850.575,NA,conductivity,20.116
07/09/2025,01:40:00,4961.012,NA,conductivity,20.121
07/09/2025,01:45:00,5060.658,NA,conductivity,20.126
07/09/2025,01:50:00,5165.155,NA,conductivity,20.132
07/09/2025,01:55:00,5250.557,NA,conductivity,20.135
07/09/2025,02:00:00,5355.649,NA,conductivity,20.139
07/09/2025,02:05:00,5511.266,NA,conductivity,20.143
07/09/2025,02:10:00,5592.671,NA,conductivity,20.145
07/09/2025,02:15:00,5730.106,NA,conductivity,20.149
07/09/2025,02:20:00,5890.459,NA,conductivity,20.155
07/09/2025,02:25:00,6067.086,NA,conductivity,20.163
07/09/2025,02:30:00,6245.385,NA,conductivity,20.172
07/09/2025,02:35:00,6399.605,NA,conductivity,20.177
07/09/2025,02:40:00,6655.335,NA,conductivity,20.184
07/09/2025,02:45:00,6883.598,NA,conductivity,20.190
07/09/2025,02:50:00,7214.528,NA,conductivity,20.198
07/09/2025,02:55:00,7560.106,NA,conductivity,20.207
07/09/2025,03:00:00,8015.731,NA,conductivity,20.221
07/09/2025,03:05:00,8519.409,NA,conductivity,20.231
07/09/2025,03:10:00,8822.417,NA,conductivity,20.235
07/09/2025,03:15:00,9181.291,NA,conductivity,20.237
07/09/2025,03:20:00,9552.690,NA,conductivity,20.236
07/09/2025,03:25:00,9857.430,NA,conductivity,20.237
07/09/2025,03:30:00,10202.796,NA,conductivity,20.238
07/09/2025,03:35:00,10459.389,NA,conductivity,20.238
07/09/2025,03:40:00,10639.349,NA,conductivity,20.237
07/09/2025,03:45:00,10990.712,NA,conductivity,20.239
07/09/2025,03:50:00,11211.304,NA,conductivity,20.240
07/09/2025,03:55:00,11434.024,NA,conductivity,20.242
07/09/2025,04:00:00,11659.433,NA,conductivity,20.243
07/09/2025,04:05:00,11819.618,NA,conductivity,20.245
07/09/2025,04:10:00,11924.147,NA,conductivity,20.246
07/09/2025,04:15:00,12005.525,NA,conductivity,20.249
07/09/2025,04:20:00,12008.240,NA,conductivity,20.253
07/09/2025,04:25:00,12059.781,NA,conductivity,20.255
07/09/2025,04:30:00,11992.999,NA,conductivity,20.250
07/09/2025,04:35:00,12280.276,NA,conductivity,20.254
07/09/2025,04:40:00,11906.841,NA,conductivity,20.247
07/09/2025,04:45:00,11365.162,NA,conductivity,20.230
07/09/2025,04:50:00,11246.613,NA,conductivity,20.224
07/09/2025,04:55:00,11235.840,NA,conductivity,20.223
07/09/2025,05:00:00,11166.181,NA,conductivity,20.216
07/09/2025,05:05:00,10577.178,NA,conductivity,20.170
07/09/2025,05:10:00,10098.173,NA,conductivity,20.121
07/09/2025,05:15:00,9986.195,NA,conductivity,20.135
07/09/2025,05:20:00,9861.892,NA,conductivity,20.131
07/09/2025,05:25:00,9530.835,NA,conductivity,20.108
07/09/2025,05:30:00,8731.062,NA,conductivity,20.067
07/09/2025,05:35:00,8048.089,NA,conductivity,20.062
07/09/2025,05:40:00,8072.884,NA,conductivity,20.086
07/09/2025,05:45:00,8054.437,NA,conductivity,20.091
07/09/2025,05:50:00,8179.097,NA,conductivity,20.087
07/09/2025,05:55:00,8156.353,NA,conductivity,20.067
07/09/2025,06:00:00,8167.784,NA,conductivity,20.079
07/09/2025,06:05:00,8079.229,NA,conductivity,20.076
07/09/2025,06:10:00,7888.328,NA,conductivity,20.065
07/09/2025,06:15:00,7722.013,NA,conductivity,20.072
07/09/2025,06:20:00,7605.445,NA,conductivity,20.076
07/09/2025,06:25:00,7455.840,NA,conductivity,20.075
07/09/2025,06:30:00,7341.547,NA,conductivity,20.073
07/09/2025,06:35:00,7203.971,NA,conductivity,20.073
07/09/2025,06:40:00,7089.020,NA,conductivity,20.069
07/09/2025,06:45:00,6943.921,NA,conductivity,20.067
07/09/2025,06:50:00,6821.803,NA,conductivity,20.058
07/09/2025,06:55:00,6703.116,NA,conductivity,20.051
07/09/2025,07:00:00,6611.412,NA,conductivity,20.047
07/09/2025,07:05:00,6492.654,NA,conductivity,20.043
07/09/2025,07:10:00,6414.509,NA,conductivity,20.039
07/09/2025,07:15:00,6292.139,NA,conductivity,20.035
07/09/2025,07:20:00,6222.837,NA,conductivity,20.028
07/09/2025,07:25:00,6103.526,NA,conductivity,20.024
07/09/2025,07:30:00,6038.740,NA,conductivity,20.017
07/09/2025,07:35:00,5927.892,NA,conductivity,20.010
07/09/2025,07:40:00,5843.323,NA,conductivity,20.004
07/09/2025,07:45:00,5737.509,NA,conductivity,19.997
07/09/2025,07:50:00,5647.959,NA,conductivity,19.989
07/09/2025,07:55:00,5550.671,NA,conductivity,19.982
07/09/2025,08:00:00,5443.360,NA,conductivity,19.975
07/09/2025,08:05:00,5368.349,NA,conductivity,19.969
07/09/2025,08:10:00,5286.144,NA,conductivity,19.962
07/09/2025,08:15:00,5200.652,NA,conductivity,19.953
07/09/2025,08:20:00,5089.054,NA,conductivity,19.941
07/09/2025,08:25:00,4991.399,NA,conductivity,19.932
07/09/2025,08:30:00,4905.042,NA,conductivity,19.924
07/09/2025,08:35:00,4801.911,NA,conductivity,19.917
07/09/2025,08:40:00,4734.070,NA,conductivity,19.911
07/09/2025,08:45:00,4659.070,NA,conductivity,19.906
07/09/2025,08:50:00,4575.339,NA,conductivity,19.902
07/09/2025,08:55:00,4483.275,NA,conductivity,19.899
